"species","candidate_1_path","candidate_2_path","candidate_3_path","candidate_4_path","candidate_5_path","candidate_6_path","candidate_7_path","candidate_1_confidence","candidate_1_kind","candidate_1_locator","candidate_1_resolution_px","candidate_1_use","candidate_1_association_basis","candidate_1_inspection_reference","candidate_1_sha256","candidate_2_confidence","candidate_2_kind","candidate_2_locator","candidate_2_resolution_px","candidate_2_use","candidate_2_association_basis","candidate_2_inspection_reference","candidate_2_sha256","candidate_3_confidence","candidate_3_kind","candidate_3_locator","candidate_3_resolution_px","candidate_3_use","candidate_3_association_basis","candidate_3_inspection_reference","candidate_3_sha256","candidate_4_confidence","candidate_4_kind","candidate_4_locator","candidate_4_resolution_px","candidate_4_use","candidate_4_association_basis","candidate_4_inspection_reference","candidate_4_sha256","candidate_5_confidence","candidate_5_kind","candidate_5_locator","candidate_5_resolution_px","candidate_5_use","candidate_5_association_basis","candidate_5_inspection_reference","candidate_5_sha256","candidate_6_confidence","candidate_6_kind","candidate_6_locator","candidate_6_resolution_px","candidate_6_use","candidate_6_association_basis","candidate_6_inspection_reference","candidate_6_sha256","candidate_7_confidence","candidate_7_kind","candidate_7_locator","candidate_7_resolution_px","candidate_7_use","candidate_7_association_basis","candidate_7_inspection_reference","candidate_7_sha256","current_gallery_entries","current_plant_photographs","current_maps","outcome","review_notes","account_id","source_collection_count","source_quality_recovery_path","source_quality_recovery_locator"
"Jacquemontia paniculata","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/J J J/Jacquemontia paniculata TBC VRD, 25.4.25, East Pt 4.5.25/P1000561.JPG","","","","","","A","book image","PDF page 258; printed page 257; page-object index 2 (zero-based)","567x571","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p258-o2","","C","loose photograph","","4864x3648","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E296-04","26f4220597c69bd3d98daf30abef4eec94789c6516fde8929d8598ee452be964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Book addition; loose leads need ID review","Flower profile in the loose series is explicitly uncertain; older book provides an authored leaf/flower composition.","plant-53cdab3283a2425d","3","",""
"Jasminum didymum subsp. didymium","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A A A CASUARINA RES, LEE PT, EAST PT, VESTEY LAGOON, DUKE ST RF, 8.8.2026/Jasminum didymum/SELECT/P1150266##.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A A A CASUARINA RES, LEE PT, EAST PT, VESTEY LAGOON, DUKE ST RF, 8.8.2026/Jasminum didymum/SELECT/PICK/Jasminum didymum.267.a.JPG","","","","","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail; Full subspecies/variety not established: retain the source species-level caption.","E297-03","2e21b10799891f8ee5dc6296a8bf58354247037b71686fd23009913b602d31fc","B","loose photograph","","1745x2327","gallery option","Species named in the filename; Full subspecies/variety not established: retain the source species-level caption.","E297-02","2536fbaee079123c67d22f59ada59544cb1279e6a68bd34337023d7918bef7be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Whole leafy flowering growth and wider flower spray complement the existing close-up. Binomial labels do not verify the subspecies.","plant-30897efac20d92e4","8","",""
"Jasminum elongatum","/Volumes/Crucial X10/SD/J J J/Jasminum elongatum/_1140980.JPG","/Volumes/Crucial X10/SD/J J J/Jasminum elongatum/_1140982.JPG","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E298-05","c0eb8ae42ff1d7dab64d11e8ec24f61683a238a5ef3328a14996e078ab13b6cd","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E298-06","76ca0a7273c274490b6df295a1d74041e02dcf1cf47234f797ffa21b14de0e77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Whole low plant and non-flowering leaves complement existing flower profiles.","plant-83fb9758d6afe7d1","11","",""
"Larsenaikia suffruticosa","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Rubiaceae Aidia Gardenia Coelospermum Cycophyllum Dentella Guettarda Ixora Pavetta PsychotriaTarenna Timonius/Gardenia/Larsenaikia/Larsenaika suffruticosa 9860.JPG","/Volumes/Crucial X10/SD/L L L/Larsenaikia suffruticosa (prev. Gardenia suff)/_1230462.JPG","","","","","","B","loose photograph","","5472x3648","gallery option","Species named in the filename; Name spelling, abbreviation or historical combination needs retaining in provenance.","E299-04","277ab7e2c6ef99d8e41a4308ab88d12278497fb190d3ad3b94b2099dbda3950c","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E299-07","9101473805d10653fcc3a81388fb7574b73dd56b4c942e79e102cba5d5a1375c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Non-flowering foliage/young growth provides a missing stage; flower alternatives mostly repeat current views. Additional sequence includes rounded green fruit at the plant base.","plant-40114befeb424106","7","",""
"Leea novoguineensis","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A BOT GDNS 2.8.2026/SELECT/PICK/Blue-banded Bee on flowers of Leea novoguiniensis.701.a.JPG","","","","","","","B","loose photograph","","2862x2146","gallery option","Species named in the filename; Name spelling, abbreviation or historical combination needs retaining in provenance.","E300-03","49fe2b588865b4cea68dedf6fd2bcfbecb0c39be91dd1dc5b76ec455fcc7676e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Bee interaction at the flowers offers ecological detail; fruit/crown subjects are already represented.","plant-a6202c3a7fb00ec9","5","",""
"Leea rubra","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Vitaceae Leea/Leea rubra 4552.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Vitaceae Leea/Leea rubra  9675.JPG","","","","","","A","loose photograph","","3648x2048","gallery option","Species named in the filename.","E301-03","8092f10541f8c92c7cf58f769e40b28a9f47a09a84aa06bf838d8ca9b6297415","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E301-05","3fdc864a53927e3c5fd6820d3e190694b8762911e67d64c4d9a4221a3f69d84e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole shrub and broad leaf/fruit context complement current fruit close-ups.","plant-afddae7a84e3014a","9","",""
"Leichardtia viridiflora subsp. tropica","/Volumes/Crucial X10/SD/# A A COMPLETED/Marsdenia viridiflora subsp. tropica TBC Fl Aust V 28/P1060151.JPG","","","","","","","C","loose photograph","","4864x3648","identification-review lead","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance; Source explicitly uncertain or a mixed/incorrectly labelled collection; Full subspecies/variety not established: retain the source species-level caption.","E302-06","f55fee9dc26033513d609811717698010d7bfcd7d06c37476cbddbdfc5685c00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Uncertain loose leads only","Wider leafy vine is a low-confidence lead from uncertain naming. Candidates 1, 3 and 4 are photographs of reference pages and are not gallery additions.","plant-15fb0f622a6bd475","5","",""
"Leptospermum madidum subsp. sativum","/Volumes/Crucial X10/SD/L L L/Leptospermum maddidum/_1020378.JPG","/Volumes/Crucial X10/SD/L L L/Leptospermum maddidum/_1020376.JPG","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance; Full subspecies/variety not established: retain the source species-level caption.","E303-04","47cccaea9d0263a0497fbade5cc39ab5bc22c8353e6aae01aabbae6b051362b6","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail; Name spelling, abbreviation or historical combination needs retaining in provenance; Full subspecies/variety not established: retain the source species-level caption.","E303-06","d4fc213c696d6a437120776cb8130375edcf653644e25533b74512cf2210848e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Narrow leaves/reproductive branch and trunk detail complement existing flowers, bird and whole crown.","plant-ff9f982eb37ec513","10","",""
"Lithomyrtus retusa","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/LL/Lithomyrtus retusa/PICK/EXTRA/Lithomyrtus retusa.418.a.JPG","/Volumes/Crucial X10/SD/L L L/Lithomyrtus retusa/_1250398.JPG","","","","","","A","loose photograph","","1667x1250","gallery option","Species named in the filename.","E304-01","05d1cae23937c30d898746f18eef77479f2163fe36cce023426d0dd89033d2c4","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E304-06","eb1c1ed3330f5027dea74ebb09a02e5bfb5ba5d8c297882bf85221c14bae1cd5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Closer leaves/flower buds and wider branching habit. Candidates 3 and 5 are web/reference screenshots, not source photographs.","plant-5dfa68ecfc014390","6","",""
"Litsea glutinosa","/Volumes/Crucial X10/SD/L L L/Litsea glutinosa/SELECT/Litsea glutinosa.698.a.JPG","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/LL/Litsea glutinosa/PICK/EXTRA/2. Litsea glutinosa fruit.197.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Lauraceae Cryptocarya Litsea Neolitsea/Litsea glutinosa 693.JPG","","","","","A","loose photograph","","3345x2509","gallery option","Species named in the filename.","E305-02","87084e45da33f309f04fc0ec36966a02dfe6bd7f6b47eaf633e97720f7016fcc","A","loose photograph","","2935x2202","gallery option","Species named in the filename.","E305-01","b6599518095e9a44279c3ba92ba8eca8ab9093cd126d43d5d37db6731eef486d","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E305-04","6ea4dec67b56780b466e7b57178cef9b4070b633d76610b040764c4d48f79568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Flower detail, green fruit stage and leafy habit broaden the existing mature fruit and foliage views.","plant-a1da9189ac7b6cd9","10","",""
"Livistona benthamii","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/C. HERO SHOTS A-Z/LL/PICK/1. Pied Imperial Pigeon eating fruit of Livistona benthamii.138.a.JPG","/Volumes/Crucial X10/SD/L L L/Livistona benthamii/Select/Livistona benhamii.329.a.JPG","","","","","","A","loose photograph","","3093x2320","gallery option","Species named in the filename.","E306-01","7854dae93d1cfa49c3401491e12bfe33ad56120e00942c7bb04d3bda72d88439","B","loose photograph","","3429x2571","gallery option","Association through the named source folder or historical-name trail.","E306-05","9aa44ec54ff7365e8b51372a175bd7157f9cf4fcf4a57f7025e592f9338583d6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Pigeon feeding on fruit is the useful ecological addition; lightning-lit palms are an optional landscape alternative.","plant-95ddb379212ac641","13","",""
"Livistona humilis","/Volumes/Crucial X10/SD/L L L/Livistona humilis/SELECT/Livistona humilis.021.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Arecaceae Palms/Livistona humilis 5027.JPG","/Volumes/Crucial X10/SD/L L L/Livistona humilis/_1130136.JPG","","","","","A","loose photograph","","2517x1888","gallery option","Species named in the filename.","E307-05","feedfc818de5d06dcae4a30b37834cbc5fee665b047fc521175e9b948e2e6aab","A","loose photograph","","3648x2048","gallery option","Species named in the filename.","E307-03","23dab9c9ad2bca90ae3df076e896e049a561a287e0020a8136c520102ebaadae","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E307-12","d3f00f2239b4cd0cfb909efd0f9200c6e9229d9fba50fcf20c20fb9bce2694cc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Dark fruit bunches and mature crown context add to existing low-palm habitat views. Additional photograph shows old hanging leaf bases around the trunk.","plant-0baa40db98f391f1","13","",""
"Livistona inermis","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/L L L/Livistona inermis OR Livistona leichhardtii TBC Bot Gdns;/P1060858.JPG","","","","","","A","book image","PDF page 264; printed page 263; page-object index 1 (zero-based)","567x561","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p264-o1","","C","loose photograph","","4864x3648","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E308-01","def6cc93488fb9aecfd102f7f170ca83a3d3b7940cbdca51747bf5c119fa9b7e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Book addition; loose leads need ID review","Whole palm and authored older-book habitat view complement crowns. Loose sequence carries uncertain source identification.","plant-00e1fc20155cd2a1","4","",""
"Livistona mariae subsp. rigida","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/LL/Livistona mariae subsp. rigida/PICK/EXTRA/Livistona mariae subsp. rigida.881.a.JPG","/Volumes/Crucial X10/SD/L L L/Livistona mariae subsp. rigida/P1070463.JPG","/Volumes/Crucial X10/SD/L L L/Livistona mariae subsp. rigida/P1050270.JPG","","","","","A","loose photograph","","4075x3056","gallery option","Species named in the filename.","E309-01","ebd93539971363b7b7bee1489cdb653d013accf9fe3822c234a0a88de16591ca","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E309-06","489eb40f8a89f127deca329ffb11cb2a0ec1ce901d6de5403a4154cbb554acb8","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E309-08","cea6a92ca3eb9c4674dfbc2d4adecb1e53296bdb5db5cfe25e67edf018c7b398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Young crown and dense tall-palm stand offer different ages/habit; generic species labels do not prove the subspecies. Additional photograph shows a red-leaved juvenile palm; species-folder attribution does not verify the subspecies.","plant-01b108425b4bec1c","7","",""
"Livistona victoriae","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/L L L/Livistona victoriae VRD 27.4.25/_1300116.JPG","","","","","","A","book image","PDF page 265; printed page 264; page-object index 1 (zero-based)","566x391","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p265-o1","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E310-04","6bb123f9c8a1d503661f4d45a439c10214b962bfe943e868772743d192b6672a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Closer crown detail and older-book rocky-gorge habitat broaden current whole-palm views.","plant-087b107583c39b92","7","",""
"Lophopetalum arnhemicum","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","","A","book image","PDF page 266; printed page 265; page-object index 1 (zero-based)","567x390","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p266-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Book addition only","Only existing loose copies found. Older book adds a narrower-leaf flowering/reproductive branch at limited resolution.","plant-cda1696346cfa05c","2","",""
